State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
KS,177078,ROOKS COUNTY HOME HEALTH AGENCY                   ,426 MAIN                                                                                            ,STOCKTON            ,67669,7854257352,Official Health Agency,Yes,1/1/1980 0:00,,
KS,177079,MARION COUNTY HOME CARE SERVICES                  ,535 SOUTH FREEBORN                                                                                  ,MARION              ,66861,6203823690,Hospital Based Program,Yes,11/1/1979 0:00,5,93
KS,177083,WILLIAM NEWTON HOME HEALTH SERVICES               ,1305 EAST FIFTH AVENUE                                                                              ,WINFIELD            ,67156,6202212916,Hospital Based Program,Yes,3/5/1981 0:00,4,91
KS,177087,INTERIM HEALTHCARE OF KANSAS CITY                 ,"10977 GRANADA LANE, SUITE 205                                                                       ",OVERLAND PARK       ,66211,9133813100,Local,Yes,9/8/1981 0:00,4,87
KS,177090,INTERIM HEALTHCARE OF WICHITA                     ,9920 EAST HARRY STREET                                                                              ,WICHITA             ,67207,3162654295,Local,Yes,12/23/1981 0:00,2,83
KS,177100,HOME TOWN HOME HEALTH                             ,921 WEST MYRTLE STREET                                                                              ,INDEPENDENCE        ,67301,6203323215,Local,Yes,10/14/1982 0:00,,
KS,177101,COMMUNITY MEMORIAL HEALTHCARE HHA                 ,805 BROADWAY                                                                                        ,MARYSVILLE          ,66508,7855624062,Hospital Based Program,Yes,11/5/1982 0:00,,95
KS,177106,HOME HEALTH & HOSPICE OF DICKINSON COUNTY         ,"1111 NORTH BRADY, SUITE B                                                                           ",ABILENE             ,67410,7852636630,Hospital Based Program,Yes,3/12/1983 0:00,5,92
KS,177117,VIA CHRISTI HOME HEALTH WICHITA                   ,"1035 NORTH EMPORIA, SUITE 230                                                                       ",WICHITA             ,67214,3162688588,Local,Yes,11/9/1983 0:00,4,91
KS,177125,REPUBLIC COUNTY HHA                               ,2305 U S HIGHWAY 81                                                                                 ,BELLEVILLE          ,66935,7855275671,Official Health Agency,Yes,3/15/1984 0:00,,
KS,177127,HOSPICE AND HOMECARE OF RENO COUNTY               ,"2020 N WALDRON STREET, SUITE 100                                                                    ",HUTCHINSON          ,67501,6206652473,Local,Yes,4/19/1984 0:00,5,90
KS,177145,VIA CHRISTI HOME HEALTH PITTSBURG                 ,"3 MED CENTER CIRCLE, SUITE B                                                                        ",PITTSBURG           ,66762,6202313080,Official Health Agency,Yes,8/2/1984 0:00,4,89
KS,177159,COMMUNITY HOMEHEALTH                              ,100 WEST 8TH STREET                                                                                 ,ONAGA               ,66521,7858897200,Hospital Based Program,Yes,1/17/1985 0:00,5,89
KS,177160,ALLEN COUNTY REGIONAL HOME HEALTH                 ,826 EAST MADISON                                                                                    ,IOLA                ,66749,6203652120,Hospital Based Program,Yes,2/5/1985 0:00,3,89
KS,177169,COFFEYVILLE REGIONAL MEDICAL CENTER HHA           ,908 SIGGINS                                                                                         ,COFFEYVILLE         ,67337,6206886561,Hospital Based Program,Yes,5/31/1985 0:00,4,92
KS,177170,AMEDISYS HOME HEALTH CARE                         ,"250 W DOUGLAS, SUITE 101                                                                            ",WICHITA             ,67202,3169459797,Local,Yes,7/2/1985 0:00,3,86
KS,177176,ACTIVE PARTNERS HOME HEALTH CARE                  ,415 FRUITLAND                                                                                       ,INDEPENDENCE        ,67301,6203328584,Local,Yes,5/8/1986 0:00,,94
KS,177179,KINDRED AT HOME                                   ,"11880 COLLEGE BLVD, SUITE 4A                                                                        ",OVERLAND PARK       ,66210,9139060522,Official Health Agency,Yes,2/1/1987 0:00,4,89
KS,177181,ATCHISON HOSPITAL HH CARE SERVICES                ,800 RAVEN HILL DRIVE                                                                                ,ATCHISON            ,66002,9133605520,Hospital Based Program,Yes,4/6/1987 0:00,4,91
KS,177183,CARONDELET HOME CARE SERVICES                     ,7255 RENNER ROAD                                                                                    ,SHAWNEE             ,66217,9135294800,Local,Yes,2/26/1969 0:00,5,91
KS,177185,HHA OF HOSPITAL DISTRICT #1 OF CRAWFORD COUNTY    ,302 NORTH HOSPITAL DRIVE                                                                            ,GIRARD              ,66743,6207248469,Hospital Based Program,Yes,8/13/1987 0:00,5,94
KS,177187,BROOKDALE HOME HEALTH KANSAS                      ,123 INDIANA AVE SUITE B                                                                             ,SALINA              ,67401,7858258500,Local,Yes,9/1/1987 0:00,3,88
KS,177191,ANGELS CARE HOME HEALTH                           ,802 NORTH MAPLE                                                                                     ,RUSSELL             ,67665,7858269600,Local,Yes,2/19/1988 0:00,4,89
KS,177193,OLATHE HEALTH HOME HEALTHCARE                     ,"20920 W 151ST STREET, SUITE 204                                                                     ",OLATHE              ,66061,9133248515,Hospital Based Program,Yes,5/23/1988 0:00,4,93
KS,177195,WILDCAT PT HOME HEALTH                            ,2810 NORTH BARONS PLACE                                                                             ,GARDEN CITY         ,67846,6202764974,Local,Yes,6/24/1988 0:00,4,92
KS,177201,"THE UNIVERSITY OF KANSAS HEALTH SYSTEM , ST. FRANC",1915 SW 6TH AVENUE                                                                                  ,TOPEKA              ,66606,7852958240,Hospital Based Program,Yes,5/3/1989 0:00,4,90
KS,177202,HEARTLAND HH CARE & HOSPICE                       ,"2872 N. RIDGE ROAD, SUITE 122                                                                       ",WICHITA             ,67205,3167887626,Local,Yes,7/10/1989 0:00,3,87
KS,177212,PROFESSIONAL HOME HEALTH SERVICES                 ,1307 LAWRENCE DRIVE                                                                                 ,HAYS                ,67601,7856250055,Local,Yes,12/10/1990 0:00,,87
KS,177216,ENCOMPASS HEALTH HOME HEALTH                      ,"245 NORTH WACO STREET, SUITE 125A                                                                   ",WICHITA             ,67202,3162674663,Local,Yes,2/22/1991 0:00,4,89
KS,177226,COFFEY COUNTY HOSPITAL HHA                        ,409 CROSS STREET                                                                                    ,BURLINGTON          ,66839,6203644301,Hospital Based Program,Yes,8/21/1992 0:00,,93
KS,177234,"SPECTRUM HOME HEALTH, INC                         ",2915 STRONG AVENUE                                                                                  ,KANSAS CITY         ,66106,9138312979,Local,Yes,3/8/1993 0:00,4,91
KS,177242,CAREGIVERS HOME HEALTH                            ,"2947 SW WANAMAKER DRIVE, SUITE 101                                                                  ",TOPEKA              ,66614,7853540767,Official Health Agency,Yes,7/26/1993 0:00,3,89
KS,177243,GREENWOOD COUNTY HOSPITAL HHA                     ,100 WEST 16TH                                                                                       ,EUREKA              ,67045,6205835909,Hospital Based Program,Yes,8/4/1993 0:00,5,92
KS,177254,LABETTE HOME HEALTH                               ,1902 S HWY 59                                                                                       ,PARSONS             ,67357,6208205144,Hospital Based Program,Yes,5/2/1994 0:00,4,90
KS,177270,HIAWATHA COMMUNITY HOSPITAL HHA                   ,314 OREGON STREET                                                                                   ,HIAWATHA            ,66434,7857426273,Hospital Based Program,Yes,10/7/1994 0:00,,80
KS,177272,HOLTON COMMUNITY HOSPITAL HH & HOSPICE AGENCY     ,129 WEST 4TH STREET                                                                                 ,HOLTON              ,66436,7853649617,Hospital Based Program,Yes,11/9/1994 0:00,5,92
KS,177274,LINCOLN PARK MANOR INC HHA                        ,922 NORTH 5TH                                                                                       ,LINCOLN             ,67455,7855244428,Official Health Agency,Yes,11/21/1994 0:00,,
KS,177275,NESS CO HOSPITAL HOME CARE SERVICES               ,312 E CUSTER                                                                                        ,NESS CITY           ,67560,7857982291,Hospital Based Program,Yes,12/5/1994 0:00,,
KS,177282,TREGO COUNTY HOME HEALTH                          ,320 N 13TH STREET                                                                                   ,WAKEENEY            ,67672,7857432182,Local,Yes,2/9/1995 0:00,,
KS,177286,LAKEVIEW VILLAGE HOME HEALTH                      ,9100 PARK SUITE 200-C                                                                               ,LENEXA              ,66215,9137442461,Local,Yes,5/31/1995 0:00,3,86
